Grade,Subject,Topic,Description,Resource 1,Resource 2,Resource 3
Grade 3,English,"Degrees of comparison of adjectives: positive, comparative (-er / more), and superlative (-est / most)",,,,
Grade 3,English,"Irregular degrees of comparison (good/better/best, bad/worse/worst, little/less/least, many/more/most)",,,,
Grade 3,English,"Adverbs of manner (how: quickly, carefully, boldly)",,,,
Grade 3,English,"Adverbs of place (where: everywhere, nearby, abroad)",,,,
Grade 3,English,"Adverbs of time (when: yesterday, tomorrow, immediately)",,,,
Grade 3,English,"Adverbs of frequency (how often: always, usually, rarely, never)",,,,
Grade 3,English,"Adverbs of degree (to what extent: very, extremely, quite, almost)",,,,
Grade 3,English,"Comparative and superlative forms of adverbs (more quickly, most carefully)",,,,
Grade 3,English,Prepositions and prepositional phrases functioning as modifiers,,,,
Grade 3,English,"Coordinating conjunctions (FANBOYS: for, and, nor, but, or, yet, so)",,,,
Grade 3,English,"Subordinating conjunctions basics (because, although, since, unless, while, when, if)",,,,
Grade 3,English,"Correlative conjunctions basics (either/or, neither/nor, both/and)",,,,
Grade 3,English,"Interjections and expressing mild vs. strong emotions (Oh!, Wow!, Ouch!)",,,,
Grade 3,English,"Identifying subjects and predicates (simple subject, complete subject, simple predicate, complete predicate)",,,,
Grade 3,English,Compound subjects and compound predicates,,,,
Grade 3,English,"Four sentence structures: simple sentences, compound sentences, complex sentences (introductory), and run-on sentences correction",,,,
Grade 3,English,Correcting sentence fragments and comma splices,,,,
Grade 3,English,"Four sentence types: declarative, interrogative, imperative, and exclamatory",,,,
Grade 3,English,"Capitalization rules: proper nouns, days, months, holidays, nationalities, languages, geographical locations, and book/movie titles",,,,
Grade 3,English,"Punctuation: periods, question marks, exclamation points, commas (in series, dates, addresses, compound sentences, direct address)",,,,
Grade 3,English,Punctuation: apostrophes in possessives and contractions,,,,
Grade 3,English,Punctuation: quotation marks in direct speech and dialogue punctuation rules,,,,
Grade 3,English,"Punctuation: colon (in lists and time format), hyphen, and semicolon introduction",,,,
Grade 3,English,"Reading comprehension strategies: activating prior knowledge, visualizing, questioning, inferring, synthesizing",,,,
Grade 3,English,"Identifying story elements: character traits, motivation, dynamic vs. static characters",,,,
Grade 3,English,"Setting: identifying time, place, and historical/cultural context",,,,
Grade 3,English,"Plot structure: exposition, rising action, climax, falling action, resolution",,,,
Grade 3,English,"Theme: identifying the central life lesson, moral, or message of a literary text",,,,
Grade 3,English,"Point of view in literature: first-person (I, we) vs. third-person (he, she, they)",,,,
Grade 3,English,Making inferences and drawing logical conclusions supported by textual evidence,,,,
Grade 3,English,Identifying explicit facts vs. implicit meanings in a text,,,,
Grade 3,English,Distinguishing fact from opinion and identifying bias in texts,,,,
Grade 3,English,"Cause-and-effect relationships and signal words (due to, as a result of, consequence)",,,,
Grade 3,English,"Compare and contrast texts, characters, or concepts using graphic organizers (Venn diagrams, charts)",,,,
Grade 3,English,Sequencing complex plots and historical events in chronological order,,,,
Grade 3,English,Identifying problem and solution text structures,,,,
Grade 3,English,"Informational text structures: descriptive, chronological/sequence, cause-effect, compare-contrast, problem-solution",,,,
Grade 3,English,"Non-fiction text features: headings, subheadings, captions, sidebars, bulleted lists, bold words, diagrams, flowcharts, maps, timelines, glossaries, indexes",,,,
Grade 3,English,"Author's purpose: persuade, inform, entertain, describe, explain (PIE-ED)",,,,
Grade 3,English,"Poetry analysis: stanza, verse, rhyme scheme, rhythm, alliteration, onomatopoeia, imagery",,,,
Grade 3,English,"Oral language: participating in collaborative discussions, active listening, asking clarifying questions",,,,
Grade 3,English,"Oral language: formal oral presentations, book reports, and storytelling with modulation and pace",,,,
Grade 3,English,"Oral language: choral reading, readers' theater, and speech choir performances",,,,
Grade 3,English,"Writing process: pre-writing / brainstorming, drafting, revising, editing, and publishing",,,,
Grade 3,English,"Paragraph structure: topic sentence, supporting detail sentences, transitional words, and concluding sentence",,,,
Grade 3,English,"Narrative writing: personal narratives, fictional stories with dialogue, character development, and problem-solution plots",,,,
Grade 3,English,"Descriptive writing: sensory descriptions of people, objects, animals, and settings",,,,
Grade 3,English,"Expository / Informative writing: informational reports, summaries, and step-by-step procedural texts",,,,
Grade 3,English,"Persuasive / Opinion writing: stating an opinion, providing supporting reasons/facts, and writing a convincing conclusion",,,,
Grade 3,English,"Functional writing: formal and informal friendly letters, thank-you notes, invitations, and email basics",,,,
Grade 3,English,"Writing responses to literature: analyzing characters, setting, and themes",,,,
Grade 3,English,"Proofreading and editing symbols: checking spelling, punctuation, capitalization, sentence fluency, and grammar",,,,
Grade 3,Filipino,Wastong baybay ng mga salitang natutuhan sa aralin at mga salitang hiram,,,,
Grade 3,Filipino,Pagsasaayos ng mga salita nang paalpabeto hanggang sa ikatlo at ikaapat na titik,,,,
Grade 3,Filipino,"Kayarian ng pantig (P, KP, PK, KPK, KKP, KKPK, KPKK)",,,,
Grade 3,Filipino,Pagpapantig ng mga salitang may tatlo o higit pang pantig,,,,
Grade 3,Filipino,Pagbasa at paggamit ng mga salitang may klaster o kambal-katinig sa pangungusap,,,,
Grade 3,Filipino,"Pagbasa at paggamit ng mga salitang may diptonggo (aw, ay, ey, iw, iy, oy, uy)",,,,
Grade 3,Filipino,Paggamit ng mga pahiwatig sa konteksto (context clues) upang maunawaan ang mahihirap na salita,,,,
Grade 3,Filipino,Pagkilala sa mga salitang magkasingkahulugan at magkasalungat,,,,
Grade 3,Filipino,Pagkilala sa mga salitang magkakatugma sa tula at awitin,,,,
Grade 3,Filipino,Pagkilala sa mga salitang tambalan (tambalang ganap at tambalang di-ganap),,,,
Grade 3,Filipino,"Pagkilala sa salitang-ugat at mga panlapi (unlapi, gitlapi, hulapi, kabilaan)",,,,
Grade 3,Filipino,Pagbuo ng mga bagong salita gamit ang paglalapi,,,,
Grade 3,Filipino,Pagkilala sa mga matatalinghagang salita at sawikain o idyoma sa payak na antas,,,,
Grade 3,Filipino,"Paggamit ng diksyunaryo (pamatnubay na salita, pagbaybay, bahagi ng pananalita, kahulugan)",,,,
Grade 3,Filipino,Paggamit ng thesaurus at iba pang sangguniang aklat pambata,,,,
Grade 3,Filipino,"Wastong paggamit ng magagalang na pananalita sa iba't ibang sitwasyon (pakikipag-usap sa telepono, pagtanggap ng panauhin, pagbibigay ng puna, paghingi ng paumanhin)",,,,
Grade 3,Filipino,Pangngalan: Pagkilala sa uri ng pangngalan (Pantangi at Pambalana),,,,
Grade 3,Filipino,"Uri ng Pangngalang Pambalana: Tahas (kongkreto), Basal (di-kongkreto), at Palansak (kolektibo o grupo)",,,,
Grade 3,Filipino,"Kasarian ng Pangngalan: Panlalaki, Pambabae, Di-tiyak, at Walang Kasarian",,,,
Grade 3,Filipino,"Kailanan ng Pangngalan: Isahan, Dalawahan, at Maramihan",,,,
Grade 3,Filipino,"Gamit ng Pangngalan sa Pangungusap: Simuno, Kaganapang Pansimuno, at Tuwirang Layon",,,,
Grade 3,Filipino,"Panghalip Panao: Panauhan (Una, Ikalawa, Ikatlo) at Kailanan (Isahan, Dalawahan, Maramihan)",,,,
Grade 3,Filipino,"Kaukulan ng Panghalip Panao: Palagyo, Paukol, at Paari",,,,
Grade 3,Filipino,"Panghalip Pamatlig: Anyong ang (ito, iyan, iyon), Anyong ng (nito, niyan, niyon), at Anyong sa (dito, diyan, doon)",,,,
Grade 3,Filipino,"Panghalip Pananong: Isahan (sino, ano, alin, kanino, saan, kailan, bakit, paano, ilan) at Maramihan (sinu-sino, anu-ano, alin-alin, kani-kanino, saan-saan)",,,,
Grade 3,Filipino,"Panghalip Panaklaw (lahat, madla, sinuman, anuman, bawat isa, kailanman)",,,,
Grade 3,Filipino,Pandiwa / Salitang Kilos: Pagkilala sa kilos o galaw,,,,
Grade 3,Filipino,Aspekto ng Pandiwa: Naganap o Perpektibo (kilos na tapos na),,,,
Grade 3,Filipino,Aspekto ng Pandiwa: Katatapos (kilos na katatapos pa lamang gawin gamit ang unlaping 'ka-'),,,,
Grade 3,Filipino,Aspekto ng Pandiwa: Nagaganap o Imperpektibo (kilos na kasalukuyang ginagawa),,,,
Grade 3,Filipino,Aspekto ng Pandiwa: Magaganap o Kontemplatibo (kilos na gagawin pa lamang),,,,
Grade 3,Filipino,Pokus ng Pandiwa: Pokus sa Tagaganap o Aktor (ang simuno ang gumagawa ng kilos),,,,
Grade 3,Filipino,Pokus ng Pandiwa: Pokus sa Layon o Gol (ang layon ang paksa ng pangungusap),,,,
Grade 3,Filipino,"Pang-uri / Salitang Naglalarawan: Pang-uring Panlarawan (hugis, kulay, laki, katangian)",,,,
Grade 3,Filipino,"Pang-uring Pamilang: Patakaran (kardinal), Panunod (ordinal), Pamahagi (fraction), Pahalaga (pera), Palansak (pangkat), at Patakda (tiyak na bilang)",,,,
Grade 3,Filipino,"Kaantasan ng Pang-uri: Lantay, Pahambing (magkatulad at di-magkatulad: pasahol at palamang), at Pasukdol",,,,
Grade 3,Filipino,Pang-abay: Pagkakaiba ng Pang-uri at Pang-abay,,,,
Grade 3,Filipino,Uri ng Pang-abay: Pang-abay na Pamaraan (paano ginawa ang kilos),,,,
Grade 3,Filipino,Uri ng Pang-abay: Pang-abay na Pamanahon (kailan ginawa ang kilos: may pananda at walang pananda),,,,
Grade 3,Filipino,Uri ng Pang-abay: Pang-abay na Panlunan (saan ginawa ang kilos),,,,
Grade 3,Filipino,"Uri ng Pang-abay: Pang-abay na Pang-agam (nagpapahayag ng pag-aalinlangan: tila, baka, wari)",,,,
Grade 3,Filipino,"Uri ng Pang-abay: Pang-abay na Panang-ayon (oo, opo, totoo, talaga) at Pananggi (hindi, ayaw, huwag)",,,,
Grade 3,Filipino,"Pang-angkop: Wastong gamit ng 'na', '-ng', at '-g' sa pag-uugnay ng mga salita",,,,
Grade 3,Filipino,"Pangatnig: Paggamit ng mga pangatnig sa pag-uugnay ng mga sugnay (at, ngunit, subalit, datapwat, habang, samantala, dahil, sapagkat, kaya, kung, kapag, sakali)",,,,
Grade 3,Filipino,"Pang-ukol: Paggamit ng sa, para sa/kay, ayon sa/kay, hinggil sa/kay, alinsunod sa/kay, tungkol sa/kay",,,,
Grade 3,Filipino,"Pagkakaiba ng Parirala, Sugnay (Sugnay na Makapag-iisa at Sugnay na Di-Makapag-iisa), at Pangungusap",,,,
Grade 3,Filipino,Bahagi ng Pangungusap: Payak at Buong Simuno; Payak at Buong Panaguri,,,,
Grade 3,Filipino,Ayos ng Pangungusap: Karaniwang Ayos at Di-Karaniwang Ayos (at paglilipat mula sa isang ayos patungo sa isa pa),,,,
Grade 3,Filipino,"Uri ng Pangungusap ayon sa Gamit: Pasalaysay o Paturol, Patanong, Pautos, Pakiusap, at Padamdam",,,,
Grade 3,Filipino,Kayarian ng Pangungusap: Payak na Pangungusap (iba't ibang kombinasyon ng simuno at panaguri),,,,
Grade 3,Filipino,Kayarian ng Pangungusap: Tambalang Pangungusap (pinag-uugnay ng pangatnig),,,,
Grade 3,Filipino,"Wastong gamit ng mga Bantas: Tuldok (.), Tandang Pananong (?), Tandang Padamdam (!), Kuwit (,), Gitling (-), at Tutuldok (:)",,,,
Grade 3,Filipino,Pakikinig nang may Pag-unawa: Pagsunod sa 3 hanggang 5 hakbang na panuto,,,,
Grade 3,Filipino,"Pakikinig at pagbasa ng mga kwentong-bayan, parabula, alamat, pabula, tula, maikling kwento, at balita",,,,
Grade 3,Filipino,"Elemento ng Kwento: Tauhan, Tagpuan, Banghay (Simula, Saglit na Kasiglahan, Kasukdulan, Kakalasan, Wakas)",,,,
Grade 3,Filipino,"Pagtukoy sa Pangunahing Paksa, Kaisipan, at mga Pansuportang Detalye sa talata",,,,
Grade 3,Filipino,"Pagsusunod-sunod ng mga pangyayari sa binasang teksto gamit ang mga salitang hudyat (una, kasunod, pagkatapos, sa wakas)",,,,
Grade 3,Filipino,Pagtukoy sa Sanhi at Bunga ng mga pangyayari sa binasang akda,,,,
Grade 3,Filipino,"Paghinuha sa damdamin, motibo, at ugali ng mga tauhan batay sa kanilang ikinilos at sinabi",,,,
Grade 3,Filipino,Paghula o paghihinuha sa kalalabasan ng mga pangyayari,,,,
Grade 3,Filipino,Pagtukoy sa pagkakaiba ng Opinyon at Katotohanan,,,,
Grade 3,Filipino,"Pagtukoy sa layunin ng may-akda (magbigay ng impormasyon, magturo ng aral, manghikayat, magpatawa)",,,,
Grade 3,Filipino,Pagbibigay ng sariling solusyon sa suliraning inilahad sa kwento,,,,
Grade 3,Filipino,Pag-uugnay ng sariling karanasan sa mga pangyayari sa binasang teksto,,,,
Grade 3,Filipino,"Pagsusuri ng mga elemento ng tula (saknong, taludtod, tugma, sukat, talinghaga)",,,,
Grade 3,Filipino,"Bahagi ng Pahayagan: Mukha ng Pahayagan / Pangunahing Balita, Editoryal, Balitang Panlalawigan, Balitang Pandaigdig, Lathalain, Pampalakasan, Anunsyo Klasipikado, at Libangan",,,,
Grade 3,Filipino,"Bahagi ng Aklat: Pabalat, Pahina ng Pamagat, Karapatang-Sipi, Paunang Salita, Talaan ng Nilalaman, Katawan ng Aklat, Talahuluganan, Indeks",,,,
Grade 3,Filipino,"Pagsulat sa paraang kabit-kabit (cursive) nang maayos, malinaw, at may wastong bantas",,,,
Grade 3,Filipino,"Pagsulat ng talatang naglalarawan, nagsasalaysay, nagpapaliwanag, at nanghihikayat",,,,
Grade 3,Filipino,"Pagsulat ng liham-pangkaibigan (Liham Pagbating, Liham Paanyaya, Liham Pasasalamat, Liham Paumanhin)",,,,
Grade 3,Filipino,Pagsulat ng liham-pangangalakal sa payak na anyo (Liham ng Paghingi ng Pahintulot),,,,
Grade 3,Filipino,Pagsulat ng maikling balita o ulat tungkol sa isang napapanahong pangyayari,,,,
Grade 3,Filipino,Pagsulat ng talaarawan (diary) at talambuhay ng sarili o ibang tao,,,,
Grade 3,Filipino,Pagsipi at paggawa ng payak na balangkas (outline) ng binasang talata,,,,
Grade 3,Filipino,"Pagsasagawa ng sabayang pagbigkas, deklamasyon, at masining na pagkukuwento",,,,
Grade 3,Social Studies,Ang Sariling Rehiyon: Konsepto ng Rehiyon at Pagkakabuo ng mga Lalawigan,,,,
Grade 3,Social Studies,Lokasyon ng mga Lalawigan sa Sariling Rehiyon Gamit ang Mapa,,,,
Grade 3,Social Studies,Pangunahin at Pangalawang Direksyon sa Pagtukoy ng Kinalalagyan ng mga Lalawigan,,,,
Grade 3,Social Studies,Paggamit ng Iskedyul ng Direksyon (Compass Rose) at Distansya (Scale) sa Mapa,,,,
